CACZAD010000010.1_cluster_1	GCF0000001
JAEMUU010000008.1_cluster_1	GCF0035622
CP076827.1_cluster_1	GCF0035623
CP021478.1_cluster_1	GCF0035624
CP043672.1_cluster_1	GCF0035625
CP017955.1_cluster_1	GCF0035626
CP074421.1_cluster_1	GCF0035627
LEAX01000024.1_cluster_1	GCF0035628
CP037435.1_cluster_2	GCF0035629
AZGN01000002.1_cluster_1	GCF0035630
SMZH01000081.1_cluster_1	GCF0035631
VFBV01000027.1_cluster_1	GCF0035632
CABKOL010000105.1_cluster_1	GCF0035633
GG669713.1_cluster_1	GCF0035634
SBJN01000002.1_cluster_1	GCF0035635
BOPR01000001.1_cluster_2	GCF0035636
KQ033882.1_cluster_1	GCF0035637
CP014626.1_cluster_1	GCF0035638
JAAEDZ010000007.1_cluster_1	GCF0035639
NUZB01000117.1_cluster_1	GCF0035640
CM002918.1_cluster_1	GCF0035641
SZOC01000100.1_cluster_1	GCF0035642
UGNS01000002.1_cluster_2	GCF0035643
WRLD01000019.1_cluster_1	GCF0035644
JAERKH010000024.1_cluster_1	GCF0035645
JACBXQ010000008.1_cluster_1	GCF0035646
FBVH01000008.1_cluster_1	GCF0035647
CAIHQE010000007.1_cluster_1	GCF0035648
JADGMG010000002.1_cluster_1	GCF0035649
VQTZ01000017.1_cluster_1	GCF0035650
AAXKEN010000002.1_cluster_1	GCF0035651
SHFC01000015.1_cluster_1	GCF0035652
VQDM01000020.1_cluster_1	GCF0035653
QXTP01000022.1_cluster_1	GCF0035654
CP031274.1_cluster_3	GCF0035655
KI972001.1_cluster_3	GCF0035656
CP049093.1_cluster_1	GCF0035657
KV834050.1_cluster_1	GCF0035658
VDTX01000016.1_cluster_1	GCF0035659
SCHE01000026.1_cluster_1	GCF0035660
JAEADL010000015.1_cluster_1	GCF0035661
JAFIIZ010000005.1_cluster_1	GCF0035662
FMYM01000002.1_cluster_1	GCF0035663
JAFIJA010000028.1_cluster_1	GCF0035664
JACMAV010000002.1_cluster_1	GCF0035665
BGC0000510	GCF0035666
CP022701.1_cluster_2	GCF0035667
JAGEVO010000017.1_cluster_1	GCF0035668
WLBZ01000031.1_cluster_1	GCF0035669
JADIIP010000001.1_cluster_2	GCF0035670
JACEWP010000020.1_cluster_1	GCF0035671
VELD01000009.1_cluster_1	GCF0035672
MLXD01000010.1_cluster_1	GCF0035673
CP044362.1_cluster_1	GCF0035674
CAJUBP010000004.1_cluster_1	GCF0035675
KB822500.1_cluster_1	GCF0035676
LHOX01000017.1_cluster_2	GCF0035677
JAGGMA010000023.1_cluster_1	GCF0035678
DKWH01000005.1_cluster_1	GCF0035679
CM000719.1_cluster_8	GCF0035680
RAIS01000005.1_cluster_2	GCF0035681
CP010976.1_cluster_11	GCF0035682
WUBA01000006.1_cluster_1	GCF0035683
CAIB01000169.1_cluster_1	GCF0035684
JADSHU010000016.1_cluster_1	GCF0035685
JABUAC010000004.1_cluster_5	GCF0035686
QVTZ01000017.1_cluster_1	GCF0035687
VDSF01000022.1_cluster_1	GCF0035688
SHEM01000007.1_cluster_1	GCF0035689
UHAH01000001.1_cluster_1	GCF0035690
LAKF01000004.1_cluster_1	GCF0035691
UHDB01000001.1_cluster_3	GCF0035692
CAIIED010000010.1_cluster_1	GCF0035693
QAWX01000030.1_cluster_1	GCF0035694
PKIP01000011.1_cluster_1	GCF0035695
JAFREL010000002.1_cluster_1	GCF0035696
CABGKU010000045.1_cluster_1	GCF0035697
PXYA01000001.1_cluster_1	GCF0035698
VNKI01000004.1_cluster_1	GCF0035699
CABIVW010000004.1_cluster_2	GCF0035700
BBDE01000001.1_cluster_2	GCF0035701
BARM01000001.1_cluster_1	GCF0035702
VDRK01000003.1_cluster_1	GCF0035703
BDUW01000012.1_cluster_1	GCF0035704
CP027768.1_cluster_2	GCF0035705
JAENBY010000001.1_cluster_4	GCF0035706
JABBLP010000006.1_cluster_1	GCF0035707
CP033460.1_cluster_2	GCF0035708
ATDF02000020.1_cluster_1	GCF0035709
CP039167.1_cluster_13	GCF0035710
JAGYPJ010000001.1_cluster_3	GCF0035711
JAFTYF010000007.1_cluster_1	GCF0035712
JADOEP010000005.1_cluster_1	GCF0035713
DBKX01000168.1_cluster_1	GCF0035714
JACBFD010000003.1_cluster_1	GCF0035715
KB821359.1_cluster_1	GCF0035716
RCTQ01000009.1_cluster_1	GCF0035717
JAICDD010000035.1_cluster_1	GCF0035718
MRYS01000042.1_cluster_1	GCF0035719
CP048279.1_cluster_5	GCF0035720
FKSL01000001.1_cluster_5	GCF0035721
KL662258.1_cluster_3	GCF0035722
CAJESN010000002.1_cluster_1	GCF0035723
FQIO01000001.1_cluster_1	GCF0035724
FQSO01000001.1_cluster_1	GCF0035725
JAHKBG010000001.1_cluster_2	GCF0035726
WMFL01000045.1_cluster_1	GCF0035727
CP060611.1_cluster_4	GCF0035728
CP077755.1_cluster_1	GCF0035729
QKXN01000014.1_cluster_1	GCF0035730
VRQE01000034.1_cluster_1	GCF0035731
FNDP01000013.1_cluster_1	GCF0035732
FMNF01000003.1_cluster_2	GCF0035733
UGZL01000001.1_cluster_2	GCF0035734
JABTZT010000030.1_cluster_1	GCF0035735
DACLEO010000001.1_cluster_3	GCF0035736
PJUN02000003.1_cluster_1	GCF0035737
LR134263.1_cluster_4	GCF0035738
BGC0000607	GCF0035739
AAXHFB010000017.1_cluster_1	GCF0035740
UHFV01000002.1_cluster_5	GCF0035741
BJYL01000015.1_cluster_1	GCF0035742
LQYT01000009.1_cluster_1	GCF0035743
WMVC01000038.1_cluster_1	GCF0035744
CYZQ01000017.1_cluster_1	GCF0035745
KZ846514.1_cluster_1	GCF0035746
CP031003.1_cluster_2	GCF0035747
NGKT01000001.1_cluster_2	GCF0035748
RJLQ01000030.1_cluster_1	GCF0035749
CP043798.1_cluster_1	GCF0035750
MWUN01000002.1_cluster_1	GCF0035751
VCBL01000001.1_cluster_1	GCF0035752
AP022557.1_cluster_2	GCF0035753
KV440953.1_cluster_1	GCF0035754
JAAHGO010000003.1_cluster_1	GCF0035755
JAFBFE010000012.1_cluster_1	GCF0035756
NTUP01000066.1_cluster_1	GCF0035757
BCVQ01000002.1_cluster_1	GCF0035758
BAXD01000007.1_cluster_1	GCF0035759
QPJJ01000004.1_cluster_2	GCF0035760
AVPE01000009.1_cluster_1	GCF0035761
FTLX01000008.1_cluster_1	GCF0035762
JAGGKM010000003.1_cluster_1	GCF0035763
CAHJXM010000001.1_cluster_1	GCF0035764
SCWB01000002.1_cluster_1	GCF0035765
RYZZ01000027.1_cluster_1	GCF0035766
SIYT01000003.1_cluster_1	GCF0035767
JABXFT010000001.1_cluster_2	GCF0035768
FVZN01000005.1_cluster_1	GCF0035769
RHLQ01000056.1_cluster_1	GCF0035770
FVZB01000006.1_cluster_2	GCF0035771
SODZ01000002.1_cluster_1	GCF0035772
NEEY01000076.1_cluster_1	GCF0035773
DGNV01000111.1_cluster_1	GCF0035774
MVDZ01000001.1_cluster_1	GCF0035775
KI966109.1_cluster_3	GCF0035776
AENR01000028.1_cluster_2	GCF0035777
JACVZU010000010.1_cluster_1	GCF0035778
CP020761.1_cluster_7	GCF0035779
PZDN01000104.1_cluster_1	GCF0035780
JHVS01000012.1_cluster_1	GCF0035781
VTQG01000003.1_cluster_1	GCF0035782
CP054017.1_cluster_4	GCF0035783
PNGG01000004.1_cluster_1	GCF0035784
QPMO01000017.1_cluster_1	GCF0035785
BBDE01000001.1_cluster_1	GCF0035786
VQCS01000002.1_cluster_2	GCF0035787
RCWC01000042.1_cluster_1	GCF0035788
SZNH01000050.1_cluster_1	GCF0035789
WTFV01000002.1_cluster_1	GCF0035790
PVWO01000160.1_cluster_1	GCF0035791
JABWEB010000007.1_cluster_1	GCF0035792
LCWP01000006.1_cluster_1	GCF0035793
JAFMTG010000001.1_cluster_1	GCF0035794
UHJJ01000007.1_cluster_1	GCF0035795
CP048279.1_cluster_2	GCF0035796
PIWI01000019.1_cluster_1	GCF0035797
PZDA01000063.1_cluster_1	GCF0035798
WMFP01000011.1_cluster_1	GCF0035799
PZDD01000017.1_cluster_1	GCF0035800
PZIM01000003.1_cluster_1	GCF0035801
GG696774.1_cluster_4	GCF0035802
MAQW01000002.1_cluster_1	GCF0035803
CP014176.1_cluster_1	GCF0035804
PIZP01000004.1_cluster_3	GCF0035805
CP040334.1_cluster_1	GCF0035806
FOMN01000001.1_cluster_1	GCF0035807
CP048271.1_cluster_1	GCF0035808
JAFEPM010000002.1_cluster_1	GCF0035809
JABXWZ010000011.1_cluster_1	GCF0035810
JXCF01000256.1_cluster_1	GCF0035811
CP013714.1_cluster_2	GCF0035812
LR594675.1_cluster_5	GCF0035813
FXXI01000007.1_cluster_2	GCF0035814
JABSQV010000025.1_cluster_1	GCF0035815
WLJH01000005.1_cluster_1	GCF0035816
DEBC01000068.1_cluster_1	GCF0035817
JAFA01000006.1_cluster_1	GCF0035818
DACMPK010000011.1_cluster_1	GCF0035819
JADPRX010000001.1_cluster_1	GCF0035820
CAADYM010000013.1_cluster_1	GCF0035821
VPQV01000039.1_cluster_1	GCF0035822
JAFFRS010000004.1_cluster_2	GCF0035823
LAIU01000003.1_cluster_1	GCF0035824
VPHZ01000096.1_cluster_1	GCF0035825
WURB01000026.1_cluster_1	GCF0035826
CP054438.1_cluster_1	GCF0035827
JACMFZ010000001.1_cluster_1	GCF0035828
CP077755.1_cluster_5	GCF0035829
JAEAEC010000033.1_cluster_1	GCF0035830
DADOQE010000048.1_cluster_1	GCF0035831
JAFIJX010000016.1_cluster_1	GCF0035832
JAHRUA010000010.1_cluster_2	GCF0035833
LWJR01000068.1_cluster_1	GCF0035834
JAFEOO010000034.1_cluster_1	GCF0035835
JAESMK010000019.1_cluster_1	GCF0035836
JAGFVM010000037.1_cluster_1	GCF0035837
CP019433.1_cluster_2	GCF0035838
CP013716.1_cluster_1	GCF0035839
LAIU01000003.1_cluster_2	GCF0035840
PNRJ01000003.1_cluster_1	GCF0035841
FNNQ01000013.1_cluster_1	GCF0035842
QXVS01000182.1_cluster_1	GCF0035843
JADNNZ010000001.1_cluster_2	GCF0035844
CP006766.1_cluster_1	GCF0035845
DPZI01000008.1_cluster_1	GCF0035846
AJTZ01000002.1_cluster_1	GCF0035847
CP040424.1_cluster_1	GCF0035848
JAALNJ010000014.1_cluster_1	GCF0035849
CRVS01000008.1_cluster_1	GCF0035850
JYOY01000008.1_cluster_1	GCF0035851
JAGZRJ010000003.1_cluster_1	GCF0035852
JAHBFI010000008.1_cluster_2	GCF0035853
JAIQWT010000006.1_cluster_1	GCF0035854
CP066300.1_cluster_2	GCF0035855
CP015626.1_cluster_4	GCF0035856
NAXE01000007.1_cluster_1	GCF0035857
CP022601.1_cluster_4	GCF0035858
DWVB01000034.1_cluster_1	GCF0035859
AP014880.1_cluster_3	GCF0035860
UENC01000002.1_cluster_1	GCF0035861
LR134274.1_cluster_1	GCF0035862
VANM01000008.1_cluster_2	GCF0035863
FBTD01000003.1_cluster_1	GCF0035864
VSVP01000003.1_cluster_1	GCF0035865
VJWU01000018.1_cluster_1	GCF0035866
WBOV01000142.1_cluster_1	GCF0035867
AEKL01000039.1_cluster_1	GCF0035868
JAHZPQ010000018.1_cluster_1	GCF0035869
POKZ01000288.1_cluster_1	GCF0035870
LKLK01000030.1_cluster_1	GCF0035871
BGC0000552	GCF0035872
AEKO01000007.1_cluster_2	GCF0035873
CAAOFC010000001.1_cluster_2	GCF0035874
POOI01000127.1_cluster_2	GCF0035875
JABKWY010000002.1_cluster_2	GCF0035876
JABLRU010000001.1_cluster_1	GCF0035877
FIJM01000053.1_cluster_1	GCF0035878
JABKUL010000005.1_cluster_1	GCF0035879
JABCRR010000008.1_cluster_1	GCF0035880
CP078546.1_cluster_2	GCF0035881
CMLJ01000007.1_cluster_1	GCF0035882
CM001076.1_cluster_4	GCF0035883
JADOZU010000001.1_cluster_1	GCF0035884
CAAUIX010000002.1_cluster_1	GCF0035885
BCFD01000033.1_cluster_1	GCF0035886
MLCP01000004.1_cluster_1	GCF0035887
CP023139.1_cluster_1	GCF0035888
WIJP01000008.1_cluster_1	GCF0035889
CP023507.1_cluster_2	GCF0035890
BJMZ01000040.1_cluster_1	GCF0035891
JYOW01000001.1_cluster_1	GCF0035892
QSKM01000023.1_cluster_1	GCF0035893
ALCX01000005.1_cluster_1	GCF0035894
CP002904.1_cluster_4	GCF0035895
BASW01000001.1_cluster_1	GCF0035896
JADGKZ010000003.1_cluster_1	GCF0035897
VOHL01000001.1_cluster_2	GCF0035898
JABLLO010000022.1_cluster_1	GCF0035899
GL732449.1_cluster_1	GCF0035900
KQ969161.1_cluster_1	GCF0035901
FR875178.1_cluster_3	GCF0035902
BCFI01000016.1_cluster_1	GCF0035903
ATWZ01000005.1_cluster_1	GCF0035904
AEXK01000024.1_cluster_1	GCF0035905
BCES01000035.1_cluster_2	GCF0035906
CABHMV010000126.1_cluster_1	GCF0035907
AEDV01000065.1_cluster_1	GCF0035908
VYWR01000015.1_cluster_1	GCF0035909
JABKWT010000001.1_cluster_2	GCF0035910
PNGD01000001.1_cluster_1	GCF0035911
JABLLE010000038.1_cluster_1	GCF0035912
CAAPYP010000001.1_cluster_1	GCF0035913
CAAVSM010000003.1_cluster_1	GCF0035914
KI912489.1_cluster_2	GCF0035915
WLZM01000047.1_cluster_1	GCF0035916
QSIO01000003.1_cluster_1	GCF0035917
JVQA01000099.1_cluster_1	GCF0035918
CKVB01000006.1_cluster_1	GCF0035919
ASBP01000004.1_cluster_1	GCF0035920
JAIMFF010000001.1_cluster_3	GCF0035921
FIMB01000012.1_cluster_1	GCF0035922
JDFJ01000027.1_cluster_1	GCF0035923
JABTZD010000013.1_cluster_2	GCF0035924
FIGV01000004.1_cluster_1	GCF0035925
CABPTQ010000001.1_cluster_1	GCF0035926
CAJRHD010000001.1_cluster_1	GCF0035927
JAAVKD010000013.1_cluster_2	GCF0035928
CAAHHC010000015.1_cluster_1	GCF0035929
JAFIWH010000010.1_cluster_1	GCF0035930
BCEZ01000027.1_cluster_1	GCF0035931
QSKN01000003.1_cluster_1	GCF0035932
WMYS01000001.1_cluster_1	GCF0035933
JAIQWT010000032.1_cluster_1	GCF0035934
LBHI01000009.1_cluster_1	GCF0035935
VMMF01000004.1_cluster_1	GCF0035936
CABHNJ010000003.1_cluster_1	GCF0035937
CAJHJQ010000008.1_cluster_1	GCF0035938
CP020439.2_cluster_1	GCF0035939
JAFUZE010000120.1_cluster_1	GCF0035940
CHQN01000016.1_cluster_1	GCF0035941
JABTZG010000004.1_cluster_1	GCF0035942
JAAKDU010000003.1_cluster_1	GCF0035943
JAFLWE010000031.1_cluster_1	GCF0035944
JXTG01000005.1_cluster_1	GCF0035945
ASWB01000002.1_cluster_1	GCF0035946
NIBQ01000001.1_cluster_1	GCF0035947
CAJNNS010000014.1_cluster_1	GCF0035948
BGC0001929	GCF0035949
JSAP01000002.1_cluster_1	GCF0035950
JABLRP010000080.1_cluster_1	GCF0035951
CDEY01000014.1_cluster_3	GCF0035952
JAGZWM010000006.1_cluster_2	GCF0035953
CAAIFC010000002.1_cluster_2	GCF0035954
CP033337.1_cluster_3	GCF0035955
JJMS01000003.1_cluster_1	GCF0035956
QTND01000003.1_cluster_1	GCF0035957
JACREQ010000038.1_cluster_1	GCF0035958
KE376244.1_cluster_1	GCF0035959
MRXY01000006.1_cluster_1	GCF0035960
VTOK01000011.1_cluster_1	GCF0035961
FNDK01000012.1_cluster_1	GCF0035962
FUIH01000006.1_cluster_2	GCF0035963
AHRZ01000034.1_cluster_1	GCF0035964
CP082153.1_cluster_5	GCF0035965
MOWR01000001.1_cluster_2	GCF0035966
JYGS01000007.1_cluster_1	GCF0035967
VSJJ01000001.1_cluster_1	GCF0035968
JACVAP010000001.1_cluster_1	GCF0035969
WYBC01000038.1_cluster_1	GCF0035970
JAASAX010000044.1_cluster_1	GCF0035971
LZNS01000001.1_cluster_30	GCF0035972
JACQDB010000133.1_cluster_1	GCF0035973
RBXC01000001.1_cluster_34	GCF0035974
CP025407.1_cluster_32	GCF0035975
CP003170.1_cluster_19	GCF0035976
WPBZ01000044.1_cluster_3	GCF0035977
JNVM01000024.1_cluster_1	GCF0035978
CP013023.1_cluster_1	GCF0035979
JAAGLV010000001.1_cluster_5	GCF0035980
JMLQ01000004.1_cluster_1	GCF0035981
JADLPN010000004.1_cluster_1	GCF0035982
FOBB01000008.1_cluster_2	GCF0035983
FRDM01000002.1_cluster_1	GCF0035984
WHOL01000107.1_cluster_3	GCF0035985
FOAZ01000007.1_cluster_3	GCF0035986
VWRQ01000003.1_cluster_1	GCF0035987
NAXX01000007.1_cluster_1	GCF0035988
WLZN01000034.1_cluster_1	GCF0035989
JABLII010000007.1_cluster_1	GCF0035990
FOXD01000034.1_cluster_1	GCF0035991
VMUR01000003.1_cluster_1	GCF0035992
JAHBRN010000002.1_cluster_1	GCF0035993
CAJRRD010000014.1_cluster_1	GCF0035994
BHYS01000002.1_cluster_1	GCF0035995
BCLE01000053.1_cluster_1	GCF0035996
JAASHQ010000014.1_cluster_1	GCF0035997
AP018493.1_cluster_1	GCF0035998
JABKYT010000048.1_cluster_1	GCF0035999
JADPMS010000007.1_cluster_1	GCF0036000
CAAJDD010000001.1_cluster_1	GCF0036001
ALLW01000092.1_cluster_1	GCF0036002
UHFV01000002.1_cluster_3	GCF0036003
WLZE01000002.1_cluster_1	GCF0036004
JAFTGN010000098.1_cluster_1	GCF0036005
LFJO01000006.1_cluster_3	GCF0036006
CKNS01000001.1_cluster_1	GCF0036007
QYCC01000003.1_cluster_1	GCF0036008
JABKSB010000039.1_cluster_1	GCF0036009
JAIMEU010000040.1_cluster_1	GCF0036010
JABLQG010000024.1_cluster_1	GCF0036011
LS483328.1_cluster_3	GCF0036012
AGHL01000015.1_cluster_1	GCF0036013
AEKN01000007.1_cluster_1	GCF0036014
CAJRWR010000006.1_cluster_1	GCF0036015
CAAVOW010000002.1_cluster_1	GCF0036016
CAASBL010000001.1_cluster_1	GCF0036017
CKAP01000017.1_cluster_1	GCF0036018
JAHZQO010000004.1_cluster_1	GCF0036019
JABLDJ010000020.1_cluster_1	GCF0036020
CAAMZE010000006.1_cluster_1	GCF0036021
FYLW01000024.1_cluster_1	GCF0036022
FYRJ01000003.1_cluster_1	GCF0036023
CHPG01000013.1_cluster_1	GCF0036024
CRJX01000006.1_cluster_1	GCF0036025
CLZY01000014.1_cluster_1	GCF0036026
CMOS01000005.1_cluster_1	GCF0036027
MDYY01000126.1_cluster_1	GCF0036028
CHVG01000001.1_cluster_2	GCF0036029
RJNX01000006.1_cluster_1	GCF0036030
SOQD01000091.1_cluster_1	GCF0036031
KV795008.1_cluster_1	GCF0036032
CMEP01000088.1_cluster_1	GCF0036033
CP014699.1_cluster_3	GCF0036034
KQ969159.1_cluster_1	GCF0036035
CP035439.1_cluster_1	GCF0036036
JATK01000006.1_cluster_1	GCF0036037
WLZR01000001.1_cluster_1	GCF0036038
WBOC01000001.1_cluster_1	GCF0036039
CAJJIF010000014.1_cluster_1	GCF0036040
CAANIP010000001.1_cluster_1	GCF0036041
JAIMDU010000001.1_cluster_2	GCF0036042
CP033608.1_cluster_2	GCF0036043
UHFN01000007.1_cluster_2	GCF0036044
JAGZRJ010000092.1_cluster_1	GCF0036045
CM003139.1_cluster_1	GCF0036046
WMYH01000006.1_cluster_1	GCF0036047
CKAT01000002.1_cluster_1	GCF0036048
JABCRJ010000007.1_cluster_1	GCF0036049
CP019557.1_cluster_1	GCF0036050
KB904579.1_cluster_1	GCF0036051
CP065190.1_cluster_6	GCF0036052
BBAE01000014.1_cluster_1	GCF0036053
JAFQBM010000032.1_cluster_1	GCF0036054
FWXM01000003.1_cluster_1	GCF0036055
JAGGPT010000002.1_cluster_1	GCF0036056
CP017141.1_cluster_6	GCF0036057
CP024091.1_cluster_2	GCF0036058
JAGVJQ010000025.1_cluster_1	GCF0036059
CAJSZQ010000003.1_cluster_1	GCF0036060
LDGC01000025.1_cluster_1	GCF0036061
AGGK01000141.1_cluster_1	GCF0036062
RHOX01000002.1_cluster_1	GCF0036063
AGHC01000001.1_cluster_1	GCF0036064
UHJM01000005.1_cluster_1	GCF0036065
CP040852.1_cluster_1	GCF0036066
AEAW01000001.1_cluster_1	GCF0036067
QUCI01000001.1_cluster_2	GCF0036068
BLAS01000065.1_cluster_1	GCF0036069
JAUE01000081.1_cluster_1	GCF0036070
LHOX01000017.1_cluster_1	GCF0036071
FMXC01000040.1_cluster_1	GCF0036072
VSTV01000002.1_cluster_2	GCF0036073
CP072197.1_cluster_2	GCF0036074
CP051521.1_cluster_1	GCF0036075
WITJ01000001.1_cluster_1	GCF0036076
CP023566.1_cluster_3	GCF0036077
NBEB01000100.1_cluster_1	GCF0036078
BGC0002580	GCF0036079
CAJJWF010000012.1_cluster_1	GCF0036080
NOXN01000021.1_cluster_1	GCF0036081
CABKVD010000038.1_cluster_1	GCF0036082
CP024781.1_cluster_1	GCF0036083
NGNZ01000033.1_cluster_1	GCF0036084
JAAXPR010000013.1_cluster_1	GCF0036085
PKRT01000002.1_cluster_1	GCF0036086
BBEN01000010.1_cluster_1	GCF0036087
CP012890.1_cluster_2	GCF0036088
CP047089.1_cluster_8	GCF0036089
VJWT01000024.1_cluster_1	GCF0036090
QMJH01000010.1_cluster_1	GCF0036091
FOFQ01000021.1_cluster_1	GCF0036092
KQ969498.1_cluster_1	GCF0036093
JAHLQC010000001.1_cluster_1	GCF0036094
QSKM01000022.1_cluster_1	GCF0036095
FUFN01000009.1_cluster_1	GCF0036096
ALLF01000087.1_cluster_1	GCF0036097
NUUZ01000021.1_cluster_1	GCF0036098
AGGV01000092.1_cluster_1	GCF0036099
CAJOEC010000006.1_cluster_1	GCF0036100
CADAIC010000012.1_cluster_1	GCF0036101
FLLU01000016.1_cluster_1	GCF0036102
CABKRM010000001.1_cluster_2	GCF0036103
BGC0002496	GCF0036104
PNDU01000357.1_cluster_1	GCF0036105
JACYTP010000011.1_cluster_1	GCF0036106
JSXI01000026.1_cluster_1	GCF0036107
CP013400.1_cluster_3	GCF0036108
JONN01000002.1_cluster_1	GCF0036109
JACCSU010000078.1_cluster_1	GCF0036110
JACDDV010000002.1_cluster_1	GCF0036111
CP060717.1_cluster_3	GCF0036112
WHJG01000029.1_cluster_1	GCF0036113
JAAGNW010000001.1_cluster_1	GCF0036114
JADIKF010000040.1_cluster_1	GCF0036115
SIRX01000145.1_cluster_1	GCF0036116
SKBU01000042.1_cluster_1	GCF0036117
LOWA01000054.1_cluster_1	GCF0036118
CP027707.1_cluster_12	GCF0036119
MJLW01000076.1_cluster_1	GCF0036120
JAGOAJ010000029.1_cluster_1	GCF0036121
JACAOY010000017.1_cluster_2	GCF0036122
JADGDW010000017.1_cluster_1	GCF0036123
AP019782.1_cluster_1	GCF0036124
JACHMN010000003.1_cluster_10	GCF0036125
KB903283.1_cluster_3	GCF0036126
CP041348.1_cluster_3	GCF0036127
LYXZ01000034.1_cluster_1	GCF0036128
SPQU01000061.1_cluster_1	GCF0036129
LUKO01000201.1_cluster_1	GCF0036130
JAIETD010000037.1_cluster_1	GCF0036131
JADIJP010000003.1_cluster_1	GCF0036132
JABJBB010000013.1_cluster_1	GCF0036133
NCJG01000006.1_cluster_1	GCF0036134
LVHD01000080.1_cluster_1	GCF0036135
SLUY01000021.1_cluster_1	GCF0036136
JACYLJ010000012.1_cluster_1	GCF0036137
AQHG01000006.1_cluster_1	GCF0036138
RPGI01000002.1_cluster_1	GCF0036139
WRPS01000010.1_cluster_1	GCF0036140
JABRVS010000001.1_cluster_7	GCF0036141
CP049838.1_cluster_24	GCF0036142
JNYE01000016.1_cluster_1	GCF0036143
VUOB01000052.1_cluster_1	GCF0036144
CP031320.1_cluster_21	GCF0036145
PJNA01000001.1_cluster_29	GCF0036146
BMVB01000006.1_cluster_4	GCF0036147
PENC01000001.1_cluster_7	GCF0036148
BMVI01000019.1_cluster_4	GCF0036149
CP073778.1_cluster_22	GCF0036150
CP030287.1_cluster_56	GCF0036151
JAHDSF010000019.1_cluster_1	GCF0036152
QQBC01000002.1_cluster_2	GCF0036153
CP064988.1_cluster_4	GCF0036154
CP030982.1_cluster_2	GCF0036155
NJGF01000144.1_cluster_1	GCF0036156
NUUC01000115.1_cluster_1	GCF0036157
JHVK01000016.1_cluster_1	GCF0036158
CP025429.1_cluster_1	GCF0036159
PDUS01000008.1_cluster_1	GCF0036160
JAGJEH010000004.1_cluster_1	GCF0036161
JACHET010000001.1_cluster_4	GCF0036162
NYTH01000009.1_cluster_1	GCF0036163
CP042382.1_cluster_2	GCF0036164
AMRI01000020.1_cluster_1	GCF0036165
LUTV01000005.1_cluster_1	GCF0036166
CP001707.1_cluster_2	GCF0036167
ML660059.1_cluster_1	GCF0036168
CP012159.1_cluster_8	GCF0036169
BJXR01000013.1_cluster_1	GCF0036170
CAJXLF010000003.1_cluster_1	GCF0036171
CP011477.1_cluster_1	GCF0036172
CP037953.1_cluster_2	GCF0036173
JACHWZ010000001.1_cluster_2	GCF0036174
FOAV01000010.1_cluster_1	GCF0036175
JHVG01000025.1_cluster_1	GCF0036176
CAJXWY010000026.1_cluster_1	GCF0036177
RJRZ01000002.1_cluster_1	GCF0036178
LUTR01000006.1_cluster_1	GCF0036179
VIDT01000089.1_cluster_1	GCF0036180
KB907349.1_cluster_1	GCF0036181
FTOA01000006.1_cluster_2	GCF0036182
LT727794.1_cluster_1	GCF0036183
BMXV01000004.1_cluster_1	GCF0036184
MBPP01000001.1_cluster_2	GCF0036185
JAFEFW010000639.1_cluster_1	GCF0036186
JHVG01000015.1_cluster_1	GCF0036187
JABXHG010000244.1_cluster_1	GCF0036188
PNCI01000016.1_cluster_1	GCF0036189
SLXV01000032.1_cluster_1	GCF0036190
JAECVY010000018.1_cluster_1	GCF0036191
WUUL01000013.1_cluster_1	GCF0036192
SLXV01000024.1_cluster_1	GCF0036193
KZ845665.1_cluster_1	GCF0036194
ATZF01000006.1_cluster_1	GCF0036195
JAENYK010000001.1_cluster_2	GCF0036196
JAFBCY010000005.1_cluster_1	GCF0036197
JABDYO010000003.1_cluster_1	GCF0036198
JACARF010000014.1_cluster_1	GCF0036199
JAFCLS010000024.1_cluster_1	GCF0036200
JAAGBB010000006.1_cluster_1	GCF0036201
LT575493.1_cluster_1	GCF0036202
JAERRI010000018.1_cluster_2	GCF0036203
UTVH01000008.1_cluster_1	GCF0036204
JNWZ01000057.1_cluster_1	GCF0036205
JAAGMQ010000275.1_cluster_1	GCF0036206
FOSN01000001.1_cluster_3	GCF0036207
JAATOX010000008.1_cluster_1	GCF0036208
QBFE01000024.1_cluster_1	GCF0036209
FOVB01000015.1_cluster_1	GCF0036210
VFRP01000014.1_cluster_1	GCF0036211
LJSC01000043.1_cluster_1	GCF0036212
JACOQL010000004.1_cluster_1	GCF0036213
UBZZ01000006.1_cluster_1	GCF0036214
QUBS01000090.1_cluster_1	GCF0036215
JABTBR010000058.1_cluster_2	GCF0036216
KB944442.1_cluster_1	GCF0036217
JADCKR010000032.1_cluster_1	GCF0036218
PSXB01000006.1_cluster_1	GCF0036219
NNRH01000015.1_cluster_1	GCF0036220
WAJT01000004.1_cluster_1	GCF0036221
WEIC01000001.1_cluster_3	GCF0036222
JACYXI010000012.1_cluster_2	GCF0036223
CP010869.1_cluster_1	GCF0036224
CP064062.1_cluster_1	GCF0036225
BMJZ01000005.1_cluster_1	GCF0036226
SMSJ01000031.1_cluster_1	GCF0036227
REFR01000009.1_cluster_4	GCF0036228
BACU01000687.1_cluster_1	GCF0036229
ML064676.1_cluster_1	GCF0036230
RRZA01000102.1_cluster_1	GCF0036231
RRZA01000047.1_cluster_1	GCF0036232
MIBF01000023.1_cluster_1	GCF0036233
